taxonID	scientificName	parentNameUsageID	taxonRank
T104963	Chlamydocarya anhydathoda	T104964	species
T104965	Clematis grandiflora	T104966	species
T104968	Asystasia lindauiana	T103253	species
T104969	Schefflera tessmannii	T104970	species
T104971	Scleria verrucosa	T101601	species
T104972	Glauconycteris poensis	T104973	species
T104974	Tarenna thomasii	T102534	species
T104975	Polygonum senegalense	T104976	species
T104977	Mimomyia mimomyiaformis	T104978	species
T104979	Pycreus lanceolatus	T104980	species
T104981	Sphyrna zygaena	T100776	species
T104982	Raninoides bouvieri	T104983	species
T104985	Sansevieria liberica	T104986	species
T104987	Eulophia milnei	T103155	species
T104988	Ulva lactuca	T101540	species
T104989	Potadoma moerchi	T104990	species
T104992	Phaegorista similis	T104993	species
T104995	Anopheles carnevalei	T100707	species
T104996	Ludwigia erecta	T103293	species
T104997	Thyasira brevis	T104998	species
T104999	Coelophrys micropa	T105000	species
T105001	Acalypha racemosa	T105002	species
T105003	Campylospermum sulcatum	T102859	species
T105004	Ancylobothrys pyriformis	T104725	species
T105005	Nodosaria vertebralis	T105006	species
T105007	Gadomus longifilis	T105008	species
T105009	Lecaniodiscus cupanioides	T104345	species
T105010	Culex pruina	T102197	species
T105011	Andropogon abyssinicus	T104518	species
T105012	Apodiscus chevalieri	T105013	species
T105014	Ficus cyathistipula	T101920	species
T105015	Albizia zygia	T102666	species
T105016	Vitex micrantha	T104133	species
T105017	Cubiceps pauciradiatus	T105018	species
T105019	Dictyota ciliata	T102142	species
T105020	Lepidophanes guentheri	T105021	species
T105022	Adenia letouzeyi	T103815	species
T105023	Leptogorgia aureoflavescens	T103642	species
T105024	Mapania purpuriceps	T105025	species
T105026	Citharoides macrolepidotus	T105027	species
T105028	Warneckea pulcherrima	T102637	species
T105029	Rinorea leiophylla	T102592	species
T105030	Leptoderris tomentella	T104416	species
T105031	Mikaniopsis tedliei	T102088	species
T105032	Baissea axillaris	T102195	species
T105033	Balistes carolinensis	T100211	species
T105034	Kajikia albida	T105035	species
T105036	Rapanea melanophloeos	T105037	species
T105039	Cercestis afzelii	T102995	species
T105040	Codium taylori	T102907	species
T105041	Parapolystichum efulensis	T105042	species
T105043	Landolphia ferrea	T102678	species
T105044	Bathypterois phenax	T103989	species
T105045	Microcos hookeriana	T105046	species
T105047	Salacia pyriformioides	T101403	species
T105048	Sesbania sesban	T105049	species
T105050	Delpydora macrophylla	T105051	species
T105052	Dysalotus alcocki	T105053	species
T105054	Chionanthus lingelsheimiana	T105055	species
T105056	Lindernia diffusa	T104151	species
T105057	Petrocephalus balayi	T104555	species
T105058	Phaulopsis poggei	T104193	species
T105059	Synaptura lusitanicus	T100429	species
T105060	Agelaea obliqua	T105061	species
T105062	Plesiatropha paniculata	T105063	species
T105064	Utricularia mannii	T102854	species
T105065	Hydraethiops melanogaster	T105066	species
T105067	Mendicula pygmaea	T105068	species
T105069	Nymphaea heudelotii	T101222	species
T105070	Civettictis civetta	T105071	species
T105074	Psychotria geophylax	T102344	species
T105075	Pilea rivularis	T105076	species
T105077	Mapania macrantha	T105025	species
T105078	Gardenia ternifolia	T105079	species
T105080	Amietophrynus tuberosus	T102668	species
T105081	Combretum sordidum	T102307	species
T105082	Toweius magnicrassus	T105083	species
T105085	Medinilla mannii	T105086	species
T105087	Endostemon tereticaulis	T105088	species
T105089	Malloneta guineensis	T105090	species
T105091	Cordosphaeridium inodes	T105092	species
T105093	Tephrosia elegans	T103302	species
T105094	Nesiarchus nasutus	T105095	species
T105096	Rottboellia cochinchinensis	T105097	species
T105098	Ariosoma balearicum	T105099	species
T105100	Hypoponera occidentalis	T103269	species
T105101	Asteropteron setiferum	T105102	species
T105103	Polyptychus retusus	T104845	species
T105104	Raphiostyles preussii	T105105	species
T105106	Culex poicilipes	T102197	species
T105107	Begonia subscutata	T102393	species
T105108	Xylopholas altenai	T105109	species
T105112	Nouria harrisii	T105113	species
T105115	Squilla aculeata	T101662	species
T105116	Epiplatys bifasciatus	T103895	species
T105117	Bolivina striatula	T102609	species
T105118	Ceratium tripos	T100983	species
T105119	Peperomia kamerunana	T101193	species
T105120	Persicaria senegalense	T102658	species
T105121	Hypnea musciformis	T104373	species
T105122	Phoeniculus castaneiceps	T105123	species
T105125	Tigriornis leucolopha	T105126	species
T105127	Hodgesia nigeriae	T105128	species
T105129	Parogovea sironoides	T105130	species
T105133	Elachyptera parvifolia	T105134	species
T105135	Andalusiella mauthei	T105136	species
T105137	Kyllinga robusta	T103670	species
T105138	Epiplatys biafranus	T103895	species
T105139	Campylospermum strictum	T102859	species
T105140	Onychoprion anaethetus	T101618	species
T105141	Fissurina kerguelensis	T103662	species
T105142	Codium taylorii	T102907	species
T105143	Toxocarpus brevipes	T105144	species
T105145	Persicaria madagascariensis	T102658	species
T105146	Begonia prismatocarpa	T102393	species
T105147	Genyorchis pumilum	T102162	species
T105148	Dacus adenae	T103603	species
T105149	Frullania subatrata	T105150	species
T105152	Aedes flavicollis	T102108	species
T105153	Papilio nireus	T104598	species
T105154	Jollydora pierrei	T105155	species
T105156	Otus icterorhynchus	T105157	species
T105158	Apletodon wirtzi	T105159	species
T105162	Calyptrochilum emarginatum	T105163	species
T105164	Cercestis ivorensis	T102995	species
T105165	Vangueriella vanguerioides	T104142	species
T105166	Begonia preussii	T102393	species
T105167	Sporobolus festivus	T101329	species
T105168	Polystachya concreta	T102839	species
T105169	Memecylon myrianthum	T104439	species
T105170	Acantharctus posteli	T105171	species
T105172	Procris crenata	T105173	species
T105174	Asplenium erectum	T101301	species
T105175	Magnistipula zenkeri	T105176	species
T105177	Thelypteris cruciata	T104002	species
T105178	Cyanotis lanata	T103084	species
T105179	Kylinga erectus	T105180	species
T105181	Chromis lineata	T100344	species
T105182	Uranotaenia chorleyi	T102164	species
T105183	Myrichthys pardalis	T105184	species
T105185	Psychotria foliosa	T102344	species
T105186	Leptactina densiflora	T103289	species
T105187	Loeseneriella vaundina	T105188	species
T105189	Acacia mangium	T103940	species
T105190	Falcataria falcataria	T105191	species
T105192	Commelina ludens	T102803	species
T105193	Bambekea racemosa	T105194	species
T105195	Epigonus fragilis	T100471	species
T105196	Lawsonia inermis	T105197	species
T105199	Tetramorium menkaura	T103473	species
T105200	Ellipsolithus lajollaensis	T105201	species
T105202	Monomorium thrascoleptum	T102084	species
T105203	Englerodendron conchyliophorum	T105204	species
T105205	Melastomastrum segregata	T105206	species
T105207	Strephonema sericeum	T105208	species
T105209	Coryphaenoides zaniophorus	T104446	species
T105210	Tetreres varians	T105211	species
T105214	Apus batesi	T105215	species
T105216	Deinbollia cuneifolia	T102304	species
T105217	Beilschmiedia corbisieri	T104587	species
T105218	Psydrax subcordata	T105219	species
T105220	Chiloglanis disneyi	T105221	species
T105222	Chytranthus klaineanus	T102660	species
T105223	Crioceras dipladeniiflorus	T105224	species
T105225	Ruppia maritima	T105226	species
T105228	Hoplobatrachus occipitalis	T105229	species
T105231	Polygala cabrae	T103845	species
T105232	Argocoffeopsis afzelii	T105233	species
T105234	Panicum subalbidum	T101140	species
T105235	Aplocheilichthys spilauchena	T101102	species
T105236	Polystachya cultriformis	T102839	species
T105237	Calycobolus africanus	T104455	species
T105238	Gallinula angulata	T105239	species
T105240	Dicliptera obanensis	T105241	species
T105242	Trichoscypha laxiflora	T102357	species
T105243	Polycephalium lobatum	T105244	species
T105245	Strumigenys bernardi	T105246	species
T105247	Commelina lagosensis	T102803	species
T105248	Peucedanum winkleri	T105249	species
T105250	Diodon holocanthus	T100438	species
T105251	Tapinanthus preussii	T102181	species
T105252	Clypeaster rangianus	T105253	species
T105256	Dalbergia librevillensis	T103401	species
T105257	Ixora praetermissa	T103449	species
T105258	Pochyta pannosa	T105259	species
T105260	Synalpheus senegambiensis	T104881	species
T105261	Digitaria argyrotricha	T104421	species
T105262	Xenophthalmichthys danae	T105263	species
T105265	Alestes macrophthalmus	T105266	species
T105267	Hymenaea courbaril	T105268	species
T105269	Xandarodinium xanthum	T105270	species
T105271	Thalia geniculata	T105272	species
T105273	Tiliacora leonensis	T102619	species
T105274	Anoplogaster cornuta	T105275	species
T105277	Speirops leucophoeus	T102496	species
T105278	Fimbristylis littoralis	T101655	species
T105279	Labeo coubie	T105280	species
T105281	Elytraria ivorensis	T102348	species
T105282	Lomariopsis hederacea	T102283	species
T105283	Limopsis galatheae	T105284	species
T105286	Celosia pseudovirgata	T105287	species
T105288	Ptychadena longirostris	T103243	species
T105289	Macheiramphus alcinus	T105290	species
T105291	Bathynectes piperitus	T105292	species
T105294	Spilanthes costata	T105295	species
T105296	Cercopithecus lowei	T102951	species
T105297	Hyllus tuberculatus	T105298	species
T105299	Chazaliella obanensis	T102346	species
T105300	Murrayella periclados	T105301	species
T105302	Laurencia tenera	T105303	species
T105304	Nitzschia longissima	T105305	species
T105306	Raphia vinifera	T102931	species
T105307	Fagara welwitschii	T105308	species
T105309	Isolona cooperi	T105310	species
T105311	Carex echinochloe	T104512	species
T105312	Anthonotha hallei	T103328	species
T105313	Catapsydrax dissimilis	T102788	species
T105314	Physarum javanicum	T105315	species
T105320	Newtonia aubrevillei	T103694	species
T105321	Keetia hispidum	T103187	species
T105323	Polemus chrysochirus	T105324	species
T105325	Enneacampus ansorgii	T103765	species
T105326	Kylinga aromaticus	T105180	species
T105327	Bathypterois quadrifilis	T103989	species
T105328	Loudetia simplex	T104774	species
T105329	Crocidura thomensis	T105330	species
T105333	Euadenia alimensis	T102767	species
T105334	Pancovia turbinata	T105335	species
T105336	Andropadus montanus	T105337	species
T105338	Conus genuanus	T103564	species
T105339	Temnora iapygoides	T105340	species
T105341	Senegalia pentagona	T105342	species
T105343	Thunnus alalunga	T100937	species
T105344	Ophrestia hedysaroides	T105345	species
T105346	Azanza garckeana	T105347	species
T105348	Sullivania consuetus	T105349	species
T105350	Glauconycteris egeria	T104973	species
T105351	Hippocampus hippocampus	T100335	species
T105352	Coquillettidia aurites	T103552	species
T105353	Ipomoea fistulosa	T105354	species
T105355	Uca tangeri	T105356	species
T105357	Justicia buchholzii	T103123	species
T105358	Ochroma pyramidale	T105359	species
T105360	Culex guiarti	T102197	species
T105361	Phrynobatrachus plicatus	T102686	species
T105362	Parapagurus alaminos	T105363	species
T105365	Snyderidia canina	T105366	species
T105367	Munidopsis nitida	T104605	species
T105368	Drypetes pierreana	T102389	species
T105369	Uranotaenia bilineata	T102164	species
T105370	Riccardia limbata	T105371	species
T105374	Cheilopogon nigricans	T101932	species
T105375	Afzelia africana	T105376	species
T105377	Phyllobotryum spathulatum	T105378	species
T105380	Schefflera henriquesiana	T104970	species
T105381	Mucuna sloanei	T105382	species
T105383	Stizorhina fraseri	T105384	species
T105386	Periophthalmus papilio	T101028	species
T105387	Catuna oberthueri	T105388	species
T105389	Indigofera nigricans	T103237	species
T105390	Carpophthoromyia vittata	T105391	species
T105392	Trichilia welwitschii	T105393	species
T105394	Craterosiphon pseudoscandens	T105395	species
T105396	Setaria pallide-fusca	T101346	species
T105397	Torenia dinklagei	T105398	species
T105399	Pochyta pulchra	T105259	species
T105400	Anopheles coustani	T100707	species
T105401	Dacus langi	T103603	species
T105402	Eragrostis linearis	T101688	species
T105403	Oncocalamus tuleyi	T105404	species
T105405	Xylocopa calens	T104789	species
T105406	Ramulina aculeata	T105407	species
T105408	Baissea baillonii	T102195	species
T105409	Memecylon afzelii	T104439	species
T105410	Indigofera deightonii	T103237	species
T105411	Helicosphaera burkei	T100858	species
T105412	Sabicea multibracteata	T103141	species
T105413	Impatiens thomensis	T103283	species
T105414	Machaerus oxyacantha	T105415	species
T105417	Lantana rhodesiensis	T105418	species
T105419	Calycobolus parviflorus	T104455	species
T105420	Bathygadus favosus	T100192	species
T105421	Tabernaemontana africana	T105422	species
T105424	Vitex gabunensis	T104133	species
T105425	Xanthopan morganii	T105426	species
T105427	Saba thompsonii	T105428	species
T105429	Ophioglossum ammophilum	T101827	species
T105430	Discoaster calculosus	T100874	species
T105431	Gaertnera bieleri	T105432	species
T105433	Solanecio lainzii	T103308	species
T105434	Psychotria ankasensis	T102344	species
T105435	Rinorea talbotii	T102592	species
T105436	Mastomys hildebrandtii	T105437	species
T105438	Aleurites triloba	T105439	species
T105440	Parachanna africana	T105441	species
T105444	Paramuricea grayi	T105445	species
T105447	Okoubaka aubrevillei	T105448	species
T105449	Glossobius hemiramphi	T105450	species
T105453	Phyllodictyon anastomosans	T105454	species
T105459	Diospyros mespiliformis	T102598	species
T105460	Microsorium punctatum	T105461	species
T105462	Rhynchosia mannii	T103041	species
T105463	Oncocalamus macrospathus	T105404	species
T105464	Blighia sapida	T102557	species
T105465	Thelypteris zambesiaca	T104002	species
T105466	Neuropeltis velutina	T102123	species
T105467	Chrysophyllum albidum	T103644	species
T105468	Asplenium annetii	T101301	species
T105469	Lamprotornis purpureiceps	T105470	species
T105471	Aphyosemion bivittatum	T102077	species
T105472	Monocymbium ceresiiforme	T105473	species
T105474	Phyllanthus delpyanus	T102809	species
T105475	Osangularielloides rugosa	T105476	species
T105477	Indicator exilis	T103246	species
T105478	Oceanites oceanicus	T105479	species
T105481	Bolbitis heudelotii	T105482	species
T105483	Elaeodendron buchananii	T105484	species
T105485	Turdoides plebejus	T105486	species
T105488	Manotes macrantha	T103594	species
T105489	Hypolytrum scaberrimum	T103334	species
T105490	Pterocarpus mildbraedii	T104413	species
T105491	Tinospora penninervifolia	T105492	species
T105493	Chassalia pteropetala	T102674	species
T105494	Hypselodelphys poggeana	T105495	species
T105496	Plumeria acutifolia	T105497	species
T105498	Phyllanthus atripennis	T102809	species
T105499	Dracaena vaginata	T102151	species
T105500	Sabicea ferruginea	T103141	species
T105501	Distichodus rostratus	T105502	species
T105503	Gephyrocapsa muellerae	T102265	species
T105504	Orthopichonia visciflua	T102471	species
T105505	Clematis hirsuta	T104966	species
T105506	Melothria mannii	T105507	species
T105508	Habenaria schimperiana	T102532	species
T105509	Bolinus cornutus	T105510	species
T105512	Dicraeanthus africanus	T105513	species
T105514	Cyrtorchis hamata	T105515	species
T105516	Pandanus gabonensis	T105517	species
T105520	Artabotrys jollyanus	T103617	species
T105521	Staurogyne letestuana	T105522	species
T105523	Dalbergia heudelotii	T103401	species
T105524	Hypselodelphys scandens	T105495	species
T105525	Impatiens manteroana	T103283	species
T105526	Clitoria rubiginosa	T104887	species
T105527	Erythrocercus mccallii	T105528	species
T105530	Antopetitia abyssinica	T105531	species
T105532	Cassidulina crassa	T101219	species
T105533	Reophax fusiformis	T101244	species
T105534	Hibiscus rostellatus	T103047	species
T105535	Commelina benghalensis	T102803	species
T105536	Englerophytum letestui	T105537	species
T105538	Scaphopetalum mannii	T102484	species
T105539	Achyrospermum oblongifolium	T105540	species
T105541	Ulva clathrata	T101540	species
T105542	Elionurus muticus	T105543	species
T105544	Andropogon ascinodis	T104518	species
T105545	Colpomenia sinuosa	T105546	species
T105549	Hugonia planchonii	T103179	species
T105550	Afroligusticum townsendii	T105551	species
T105552	Globocassidulina crassa	T101496	species
T105553	Dalbergia oblongifolia	T103401	species
T105554	Calvoa monticola	T103351	species
T105555	Pyrgo depressa	T101414	species
T105556	Discoaster elegans	T100874	species
T105557	Sambucus mexicana	T105558	species
T105561	Diospyros heudelotii	T102598	species
T105562	Microcalamus barbinodis	T105563	species
T105564	Sanchezia nobilis	T105565	species
T105566	Sabicea cordata	T103141	species
T105567	Erica spicata	T105568	species
T105569	Pandiaka angustifolia	T105570	species
T105571	Entada mannii	T101461	species
T105572	Ficus conraui	T101920	species
T105573	Cynometra verrucosum	T105574	species
T105575	Ochna afzelii	T104961	species
T105576	Zonaria zonaria	T105577	species
T105578	Clerodendrum japonicum	T101747	species
T105579	Celtis mildbraedii	T101722	species
T105580	Rinorea thomasii	T102592	species
T105581	Spermacoce pusilla	T102805	species
T105582	Aptandra zenkeri	T105583	species
T105584	Scaphopetalum zenkeri	T102484	species
T105585	Allophylus megaphyllus	T104376	species
T105586	Daniellia ogea	T102684	species
T105587	Anthonotha noldeae	T103328	species
T105588	Thurammina papillata	T105589	species
T105590	Chassalia cristata	T102674	species
T105591	Cyrtorchis monteiroae	T105515	species
T105592	Tarenaya spinosa	T105593	species
T105594	Sabicea geophiloides	T103141	species
T105595	Rytigynia canthioides	T103434	species
T105596	Aristolochia triactina	T102021	species
T105597	Ctenium canescens	T105598	species
T105599	Sabicea gabonica	T103141	species
T105600	Monotes kerstingii	T105601	species
T105603	Coelocaryon klainei	T105604	species
T105605	Piptostigma multinervium	T102342	species
T105606	Turborotalita humilis	T101956	species
T105607	Bolbitis gemmifera	T105482	species
T105608	Abutilon grandiflorum	T102479	species
T105609	Chytranthus setosus	T102660	species
T105610	Hugonia spicata	T103179	species
T105611	Castilla elastica	T105612	species
T105613	Merremia tuberosa	T105614	species
T105615	Tetraponera mocquerysi	T104904	species
T105616	Pteris acanthoneura	T102757	species
T105617	Salacia volubilis	T101403	species
T105618	Plesiatropha klaineana	T105063	species
T105619	Parachanna obscura	T105441	species
T105621	Heterotis prostrata	T105622	species
T105623	Elaphoglossum salicifolium	T102929	species
T105624	Merremia aegyptia	T105614	species
T105625	Discoaster signus	T100874	species
T105626	Begonia furfuracea	T102393	species
T105627	Motandra guineensis	T105628	species
T105629	Lastreopsis efulensis	T105630	species
T105631	Uvaria comperei	T102274	species
T105632	Luffa aegyptiaca	T105633	species
T105634	Pennisetum pedicellatum	T105635	species
T105636	Odaxothrissa ansorgii	T105637	species
T105638	Christiana africana	T105639	species
T105640	Phyllanthus physocarpus	T102809	species
T105641	Marginulina triangularis	T105642	species
T105643	Connarus staudtii	T101906	species
T105644	Emiliania huxleyi	T105645	species
T105646	Boutiquea platypetala	T105647	species
T105648	Talbotiella eketensis	T105649	species
T105650	Parapolystichum barteriana	T105042	species
T105651	Achomosphaera triangulata	T102015	species
T105652	Anadelphia trispiculata	T104654	species
T105653	Ploceus melanocephalus	T101016	species
T105654	Guarea thompsonii	T105655	species
T105656	Dioscorea dumetorum	T102359	species
T105657	Helicosphaera rhomba	T100858	species
T105658	Chlorophytum petrophilum	T105659	species
T105660	Acroceras gabunense	T105661	species
T105662	Uvaria klainei	T102274	species
T105663	Gomphrena angustifolia	T104576	species
T105664	Salacia zenkeri	T101403	species
T105665	Stanfieldiella axillaris	T105666	species
T105667	Clarias ebriensis	T103999	species
T105668	Sarcocephalus latifolius	T104311	species
T105669	Andalusiella rhomboides	T105136	species
T105670	Thunbergia alata	T105671	species
T105672	Priva lappulacea	T105673	species
T105674	Castanola paradoxa	T105675	species
T105676	Discoaster braarudii	T100874	species
T105677	Ichnanthus pallens	T105678	species
T105679	Calanthe corymbosa	T105680	species
T105681	Cestrum laevigatum	T105682	species
T105683	Aframomum rostratum	T103317	species
T105684	Exocoetus volitans	T101648	species
T105685	Solanum anghivi	T102004	species
T105686	Physostigma venenosum	T105687	species
T105688	Craterispermum aristatum	T102695	species
T105689	Guarea cedrata	T105655	species
T105690	Lipotriches tridentata	T105691	species
T105693	Lichia amia	T105694	species
T105695	Kylinga peruvianus	T105180	species
T105696	Drypetes leonensis	T102389	species
T105697	Combretum bipindense	T102307	species
T105698	Eremospatha wendlandiana	T105699	species
T105700	Costus ligularis	T103975	species
T105701	Polygala lecardii	T103845	species
T105702	Ammomarginulina ensis	T105703	species
T105704	Connarus congolanus	T101906	species
T105705	Dactyladenia jongkindii	T102792	species
T105706	Chamaeleo cristatus	T105707	species
T105709	Bikinia coriaceus	T102136	species
T105710	Oubanguia alata	T103970	species
T105711	Cissus arguta	T102433	species
T105712	Crossandra nilotica	T105713	species
T105714	Thunbergia fasciculata	T105671	species
T105715	Rinorea soyauxii	T102592	species
T105716	Gardenia imperialis	T105079	species
T105717	Endeis flaccida	T105718	species
T105721	Monodora undulata	T103167	species
T105722	Discoaster lodoensis	T100874	species
T105723	Bulbophyllum saltatorium	T101764	species
T105724	Abelmoschus caillei	T105725	species
T105726	Pavetta nitidula	T103194	species
T105727	Schizoculina africana	T105728	species
T105730	Capsicum frutescens	T105731	species
T105732	Zanthoxylum gilletii	T105733	species
T105734	Phytolacca dodecandra	T105735	species
T105737	Andropogon amethystinus	T104518	species
T105738	Ardisia etindensis	T105739	species
T105740	Zeuxine stammleri	T103745	species
T105741	Rinorea aylmeri	T102592	species
T105742	Dinogymnium cretaceum	T102818	species
T105743	Croton zambesicus	T102100	species
T105744	Ulva linza	T101540	species
T105745	Uvariodendron mirabile	T102919	species
T105746	Tockus hartlaubi	T101166	species
T105747	Lophuromys roseveari	T105748	species
T105749	Azadirachta indica	T105750	species
T105751	Enteropogon prieurii	T102415	species
T105752	Plagiochila integerrima	T105753	species
T105756	Sabicea ingrata	T103141	species
T105757	Asparagus racemosus	T103504	species
T105758	Microlipophrys bauchotae	T105759	species
T105760	Reticulofenestra dictyoda	T100891	species
T105761	Aubria subsigillata	T105762	species
T105764	Crassocephalum rubens	T101195	species
T105765	Glutophrissa epaphia	T105766	species
T105767	Lamprotornis purpureus	T105470	species
T105768	Lepistemon owariense	T105769	species
T105770	Ochthocharis dicellandroides	T105771	species
T105772	Pseudelephantopus spicatus	T105773	species
T105774	Eugenia salacioides	T102102	species
T105775	Dalbergia afzeliana	T103401	species
T105776	Culcasia sapinii	T103423	species
T105777	Hyparrhenia subplumosa	T105778	species
T105779	Tephrosia bracteolata	T103302	species
T105780	Trifarina angulosa	T105781	species
T105782	Cordia rothii	T102632	species
T105783	Lannea kersiingii	T102355	species
T105784	Paroncheilus affinis	T105785	species
T105786	Gongronema latifolium	T105787	species
T105788	Andira inermis	T105789	species
T105790	Hippocratea paniculata	T103864	species
T105791	Ardisia staudtii	T105739	species
T105792	Ludwigia leptocarpa	T103293	species
T105793	Atheris squamiger	T105794	species
T105795	Spiniferites bejuii	T101107	species
T105796	Annona glauca	T101857	species
T105797	Memecylon laurentii	T104439	species
T105798	Eragrostis hirsuta	T101688	species
T105799	Dasylepis assinensis	T105800	species
T105801	Mukia maderaspatana	T105802	species
T105803	Pycreus smithianus	T104980	species
T105804	Helichrysum stenopterum	T103036	species
T105805	Paratheria prostrata	T105806	species
T105807	Polystachya pobeguinii	T102839	species
T105808	Chrysobalanus atacorensis	T102829	species
T105809	Jasminum thomense	T105810	species
T105811	Begonia bonus-henricus	T102393	species
T105812	Saurida parri	T100042	species
T105813	Psychotria podocarpa	T102344	species
T105814	Tricalysia biafrana	T104546	species
T105815	Spermacoce filifolia	T102805	species
T105816	Ficus lingua	T101920	species
T105817	Radula appressa	T105818	species
T105820	Cyphostemma adenocaulis	T103323	species
T105821	Mussaenda debeauxii	T105822	species
T105823	Tiliacora macrophylla	T102619	species
T105824	Bolbitis gemmifer	T105482	species
T105825	Asplenium sandersonii	T101301	species
T105826	Phragmanthera vignei	T102258	species
T105827	Ritchiea capparoides	T102628	species
T105828	Paspalum polystachyum	T101623	species
T105829	Lasiodiscus mildbraedii	T102821	species
T105830	Sicyonia galeata	T105831	species
T105833	Diospyros fragrans	T102598	species
T105834	Rynchops flavirostris	T105835	species
T105836	Nectarinia hartlaubii	T102234	species
T105837	Phyllanthus braunii	T102809	species
T105838	Spermacoce ruelliae	T102805	species
T105839	Chionanthus congesta	T105055	species
T105840	Machaerus oxyacanthus	T105415	species
T105841	Parietaria laxiflora	T105842	species
T105843	Selenodesmium rigidum	T105844	species
T105845	Persicaria nepalense	T102658	species
T105846	Mussaenda linderi	T105822	species
T105847	Dacus triater	T103603	species
T105848	Bulbophyllum lupulinum	T101764	species
T105849	Euplectes macrourus	T105850	species
T105851	Aframomum atewae	T103317	species
T105852	Elatostema monticola	T105853	species
T105854	Crossarchus obscurus	T105855	species
T105857	Senna spectabilis	T103304	species
T105858	Polyptychus bernardii	T104845	species
T105859	Wurmbea tenuis	T105860	species
T105861	Schoutedenapus myoptilus	T105862	species
T105863	Tarenna nitiduloides	T102534	species
T105864	Bikinia pellegrinii	T102136	species
T105865	Anthonotha leptorrhachis	T103328	species
T105866	Laccosperma korupensis	T102417	species
T105867	Rinorea johnstonii	T102592	species
T105868	Brenandendron doniana	T102069	species
T105869	Pouzolzia denudata	T101428	species
T105870	Acraea serena	T103496	species
T105871	Tapinanthus globiferus	T102181	species
T105872	Campylosphaera dela	T105873	species
T105874	Schizothrix calcicola	T105875	species
T105877	Adenia mannii	T103815	species
T105878	Discoaster kugleri	T100874	species
T105879	Rajella barnardi	T105880	species
T105881	Xyris congensis	T102734	species
T105882	Artabotrys pierreanus	T103617	species
T105883	Polyrhachis militaris	T105884	species
T105885	Mapania amplivaginata	T105025	species
T105886	Jasminum preussii	T105810	species
T105887	Voacanga caudiflora	T105888	species
T105889	Leptonychia pubescens	T103038	species
T105890	Staurogyne capitata	T105522	species
T105891	Accipiter erythropus	T102413	species
T105892	Antedon bifida	T105893	species
T105897	Pausinystalia talbotii	T105898	species
T105899	Terminalia mantaly	T101118	species
T105900	Trichilia ornithothera	T105393	species
T105901	Lasiodiscus chevalieri	T102821	species
T105902	Rhizammina algaeformis	T105903	species
T105904	Habenaria microceras	T102532	species
T105905	Allophylus longicuneatus	T104376	species
T105906	Angulogerina angulosa	T105907	species
T105908	Cyrtorchis aschersonii	T105515	species
T105909	Lannea kerstingii	T102355	species
T105910	Eriochloa fatmensis	T104332	species
T105911	Cyanograucalus azureus	T105912	species
T105913	Croton gratissimus	T102100	species
T105914	Uapaca togoensis	T103059	species
T105915	Cymothoe jodutta	T104055	species
T105916	Laggera pterodonta	T105917	species
T105918	Cissus adenocaulis	T102433	species
T105920	Gerres nigri	T105921	species
T105922	Penianthus camerounensis	T104504	species
T105923	Nectarinia newtonii	T102234	species
T105924	Maprounea africana	T102565	species
T105925	Quassia amara	T102481	species
T105926	Paspalum geminum	T101623	species
T105927	Quassia klaineana	T102481	species
T105928	Leucomphalos discolor	T105929	species
T105930	Pancovia bijuga	T105335	species
T105931	Rothmannia talbotii	T103139	species
T105932	Braunsapis facialis	T104541	species
T105933	Drypetes molunduana	T102389	species
T105934	Paspalum polystachyon	T101623	species
T105935	Tilapia cabrae	T101030	species
T105936	Lygodactylus conraui	T105937	species
T105939	Ammoglobigerina globulosa	T105940	species
T105941	Chlorophytum warneckei	T105659	species
T105942	Eragrostis aspera	T101688	species
T105943	Atractogyne gabonii	T105944	species
T105945	Dracaena scoparia	T102151	species
T105946	Phyllastrephus poliocephalus	T102231	species
T105947	Hibiscus asper	T103047	species
T105948	Eriocoelum paniculatum	T104224	species
T105949	Xysmalobium heudelotianum	T105950	species
T105952	Leplaea cedrata	T105953	species
T105954	Bikinia durandii	T102136	species
T105955	Cuviera wernhamii	T104195	species
T105956	Hippocratea pallens	T103864	species
T105957	Olax subscorpioidea	T104135	species
T105958	Khaya senegalensis	T105959	species
T105960	Adenophyllum perrottetii	T105961	species
T105962	Lastreopsis barteriana	T105630	species
T105963	Portulaca quadrifida	T105964	species
T105966	Maesobotrya cordulata	T102630	species
T105967	Gephyrocapsa ericsonii	T102265	species
T105968	Necepsia afzelii	T105969	species
T105970	Sericanthe toupetou	T103620	species
T105971	Ocypode cursor	T102800	species
T105972	Zanthoxylum dinklagei	T105733	species
T105973	Coronifera oceanica	T105974	species
T105975	Salacia howesii	T101403	species
T105976	Oubanguia laurifolia	T103970	species
T105977	Duvernoia buchholzii	T105978	species
T105979	Costus dinklagei	T103975	species
T105980	Grewia villosa	T102921	species
T105981	Craterostigma nummularifolia	T105982	species
T105983	Fusinus meyeri	T105984	species
T105986	Uapaca esculenta	T103059	species
T105987	Watznaueria barnesae	T105988	species
T105990	Diaphananthe lecomtei	T103251	species
T105991	Pugilina morio	T105992	species
T105994	Loeseneriella rowlandii	T105188	species
T105995	Chromidotilapia guntheri	T105996	species
T105997	Phacelurus gabonensis	T105998	species
T105999	Cissus ruginosicarpus	T102433	species
T106000	Cuculus gularis	T106001	species
T106002	Parexocoetus mento	T101587	species
