taxonID	scientificName	parentNameUsageID	taxonRank
T106714	Varanus	T106715	genus
T106717	Spinimuricea	T105446	genus
T106719	Intsia	T101002	genus
T106722	Meroscalpellum	T106723	genus
T106726	Cheirostylis	T101765	genus
T106729	Longarenus	T104859	genus
T106734	Micropeuce	T101945	genus
T106737	Phlegra	T104859	genus
T106741	Byrsocarpus	T101236	genus
T106743	Microstoma	T105264	genus
T106745	Manivitella	T106746	genus
T106748	Styloptocuma	T102134	genus
T106750	Balacra	T106751	genus
T106753	Heterolepa	T101791	genus
T106757	Heliolithus	T106758	genus
T106760	Prediscosphaera	T106761	genus
T106764	Sudanonautes	T106765	genus
T106768	Hymenodictyon	T100980	genus
T106772	Hura	T101538	genus
T106774	Canirallus	T103512	genus
T106776	Macrosphenus	T103031	genus
T106779	Wilsoniella	T106780	genus
T106783	Tranolithus	T106147	genus
T106786	Automolis	T106751	genus
T106789	Megabalanus	T106790	genus
T106792	Vanilla	T101765	genus
T106794	Styela	T106795	genus
T106798	Ochroplutodes	T102228	genus
T106800	Portatrochammina	T102457	genus
T106802	Goniodoma	T111181	genus
T106808	Luciobrotula	T100082	genus
T106810	Minipera	T106811	genus
T106814	Zamarada	T102228	genus
T106820	Uvariastrum	T101858	genus
T106825	Dromophis	T103597	genus
T106827	Acaciella	T101002	genus
T106832	Mesopicos	T102295	genus
T106834	Plusiodonta	T104994	genus
T106836	Stachyanthus	T102172	genus
T106842	Eucidaris	T106843	genus
T106847	Onchnesoma	T106848	genus
T106853	Macropodia	T104025	genus
T106855	Uvariopsis	T101858	genus
T106857	Guazuma	T101070	genus
T106864	Ctenocella	T106202	genus
T106866	Marsilea	T106867	genus
T106870	Victoria	T102228	genus
T106872	Plataplochilus	T101103	genus
T106874	Ancistrochilus	T101765	genus
T106877	Farquharia	T101280	genus
T106879	Megaptera	T106880	genus
T106882	Trillesanthus	T105602	genus
T106885	Psychropotes	T106886	genus
T106895	Cryptothecia	T106896	genus
T106904	Wasmannia	T102085	genus
T106906	Buxus	T106907	genus
T106910	Schizoboea	T102324	genus
T106913	Pseudoclanis	T104846	genus
T106918	Melamphaes	T106919	genus
T106922	Parastichopus	T106923	genus
T106926	Synapturichthys	T100061	genus
T106928	Mops	T102738	genus
T106930	Psenes	T102957	genus
T106933	Cirrhitus	T106934	genus
T106936	Crudia	T101002	genus
T106939	Sergia	T106940	genus
T106949	Lotostomoides	T106950	genus
T106952	Tanyosphaeridium	T100125	genus
T106954	Philothamnus	T103597	genus
T106956	Pseudhirundo	T100889	genus
T106959	Didymosalpinx	T100980	genus
T106961	Calabaria	T106962	genus
T106964	Eriocaulon	T101313	genus
T106968	Pecten	T104068	genus
T106977	Crithagra	T103205	genus
T106979	Cumella	T102134	genus
T106983	Trochamminoides	T101518	genus
T106986	Manilkara	T102338	genus
T106988	Napoleonaea	T106989	genus
T106993	Chrysopogon	T101141	genus
T106995	Stradneria	T106996	genus
T107000	Pantopipetta	T107001	genus
T107003	Stylosanthes	T101002	genus
T107005	Ophiobotrys	T102784	genus
T107008	Eurysquilla	T106698	genus
T107010	Pareugyrioides	T106811	genus
T107013	Tetralithoides	T100898	genus
T107015	Stemodia	T101187	genus
T107018	Nerita	T104645	genus
T107021	Homola	T107022	genus
T107024	Belippo	T104859	genus
T107026	Doumea	T107027	genus
T107029	Cystammina	T102457	genus
T107037	Bobgunnia	T101002	genus
T107041	Sebaea	T103199	genus
T107048	Bathycolpodes	T102228	genus
T107051	Hildegardia	T101070	genus
T107054	Neotragus	T107055	genus
T107058	Streptopelia	T106030	genus
T107065	Diphasia	T101067	genus
T107067	Amphipholis	T106346	genus
T107069	Flacourtia	T102784	genus
T107072	Platyberyx	T107073	genus
T107076	Diceratias	T107077	genus
T107085	Mildbraedia	T101538	genus
T107088	Corynanthe	T100980	genus
T107091	Pipistrellus	T101408	genus
T107094	Secamone	T102146	genus
T107096	Elminia	T105529	genus
T107099	Potamonemus	T106765	genus
T107104	Coprosma	T100980	genus
T107108	Guttera	T107109	genus
T107114	Aeschynomene	T101002	genus
T107116	Platysepalum	T101002	genus
T107119	Stochomys	T102797	genus
T107124	Asphinctopone	T102085	genus
T107126	Porites	T107127	genus
T107134	Synaphobranchus	T107135	genus
T107137	Scopelogadus	T106919	genus
T107140	Pneumatopteris	T102573	genus
T107142	Globulostylis	T100980	genus
T107145	Ruegeria	T107146	genus
T107151	Neospiza	T103205	genus
T107158	Bankia	T107159	genus
T107161	Dasymacaria	T102228	genus
T107163	Potamogeton	T107164	genus
T107166	Donax	T107167	genus
T107170	Stenogrammitis	T101730	genus
T107172	Phractura	T107027	genus
T107176	Didogobius	T100579	genus
T107180	Nesocharis	T107181	genus
T107184	Mammea	T102904	genus
T107186	Cylindropsis	T101280	genus
T107189	Manis	T107190	genus
T107194	Caryatis	T106751	genus
T107196	Allexis	T101090	genus
T107198	Zoothamnium	T107199	genus
T107205	Buforrestia	T102330	genus
T107207	Sclerochiton	T100921	genus
T107209	Dendrohyrax	T107210	genus
T107214	Antharmostes	T102228	genus
T107216	Taxipathes	T107217	genus
T107220	Hemandradenia	T101236	genus
T107222	Calymperes	T107223	genus
T107230	Sapindus	T102305	genus
T107232	Amaurocichla	T102988	genus
T107234	Camoensia	T101002	genus
T107236	Echiodon	T100282	genus
T107238	Astronesthes	T100023	genus
T107243	Macandrevia	T107244	genus
T107249	Hybanthus	T101090	genus
T107253	Orthetrum	T106592	genus
T107259	Anubias	T102750	genus
T107262	Cataetyx	T101521	genus
T107265	Thalassoma	T100152	genus
T107269	Euginoma	T107270	genus
T107273	Nephasoma	T103630	genus
T107276	Nymphon	T107277	genus
T107285	Pan	T107286	genus
T107288	Trirhithrum	T102709	genus
T107298	Scopelarchus	T101628	genus
T107305	Neopolyptychus	T104846	genus
T107310	Goniopsis	T107311	genus
T107314	Afrothismia	T107315	genus
T107320	Troglocarcinus	T107321	genus
T107324	Stegastes	T100345	genus
T107326	Ranunculus	T104967	genus
T107329	Voyria	T103199	genus
T107331	Ocotea	T104138	genus
T107334	Subtilisphaera	T101353	genus
T107336	Haploniscus	T107337	genus
T107342	Schizocuma	T102134	genus
T107345	Tarrietia	T102485	genus
T107347	Melicoccus	T102305	genus
T107349	Paropsiopsis	T103816	genus
T107351	Fleroya	T100980	genus
T107355	Hybomys	T102797	genus
T107357	Janthura	T107358	genus
T107364	Coracias	T101393	genus
T107368	Kophobelemnon	T107369	genus
T107371	Acanthonus	T100082	genus
T107374	Ophichthus	T100469	genus
T107376	Petalosarsia	T107377	genus
T107382	Angylocalyx	T101002	genus
T107388	Anisocycla	T102072	genus
T107396	Taphozous	T107397	genus
T107400	Naja	T107401	genus
T107404	Poecilocalyx	T100980	genus
T107414	Dasypeltis	T103597	genus
T107418	Malapterurus	T107419	genus
T107421	Macropoliana	T104846	genus
T107423	Orbivestus	T101196	genus
T107426	Aoranthe	T100980	genus
T107428	Ctenopoma	T107429	genus
T107433	Achaeus	T104025	genus
T107435	Heterohelix	T107436	genus
T107438	Leptanthura	T107439	genus
T107442	Remora	T100749	genus
T107444	Nepeta	T101748	genus
T107450	Bathystyeloides	T106795	genus
T107457	Bazzania	T107458	genus
T107463	Gibberula	T107464	genus
T107466	Hemidactylus	T105938	genus
T107474	Helixanthera	T102182	genus
T107478	Anogeissus	T100947	genus
T107480	Philine	T107481	genus
T107484	Alterbidinium	T101353	genus
T107486	Elymandra	T101141	genus
T107494	Lepidobotrys	T107495	genus
T107498	Rhodymenia	T107499	genus
T107504	Haliotis	T113402	genus
T107509	Benthopecten	T107510	genus
T107513	Poggea	T102991	genus
T107515	Empogona	T100980	genus
T107518	Curcuma	T103318	genus
T107520	Bonamia	T102124	genus
T107522	Icacina	T102172	genus
T107526	Hyperammina	T101588	genus
T107528	Alpheus	T104882	genus
T107534	Bitectatodinium	T101108	genus
T107540	Clitandra	T101280	genus
T107546	Uromunna	T107547	genus
T107549	Pediobius	T107550	genus
T107553	Pentadiplandra	T107554	genus
T107559	Holothrix	T101765	genus
T107562	Haematoxylum	T101002	genus
T107565	Diphyes	T101108	genus
T107569	Boodlea	T105455	genus
T107577	Pimenta	T102103	genus
T107584	Alsodeiopsis	T102172	genus
T107588	Thunbergianthus	T101898	genus
T107590	Myopterus	T102738	genus
T107595	Campylostemon	T101404	genus
T107597	Anthreptes	T101047	genus
T107606	Sonoita	T104859	genus
T107610	Graptophyllum	T100921	genus
T107614	Hypseochloa	T101141	genus
T107617	Coleotrype	T102330	genus
T107619	Plocamium	T107620	genus
T107623	Ophiophragmus	T106346	genus
T107625	Stereospermum	T102491	genus
T107627	Ardea	T100725	genus
T107629	Peltophorum	T101002	genus
T107637	Chonemorpha	T101280	genus
T107639	Rhizoplatys	T107640	genus
T107655	Chaetoderma	T107656	genus
T107661	Lactobacillus	T103653	genus
T107665	Cylicomorpha	T107666	genus
T107669	Leonardoxa	T101002	genus
T107672	Kedrostis	T102316	genus
T107677	Grigelis	T104085	genus
T107680	Premna	T101748	genus
T107682	Leptocypris	T102698	genus
T107693	Neoschumannia	T102146	genus
T107695	Calochone	T100980	genus
T107701	Canna	T107702	genus
T107711	Heteromycteris	T100061	genus
T107718	Wahlenbergia	T102873	genus
T107722	Dorothia	T101619	genus
T107724	Erythropygia	T101203	genus
T107727	Luzula	T107728	genus
T107734	Hystrichodinium	T101108	genus
T107737	Oxycaryum	T101291	genus
T107745	Epipogium	T101765	genus
T107747	Chilon	T107748	genus
T107750	Hoplestigma	T107751	genus
T107756	Thyroscyphus	T107757	genus
T107762	Pterodinium	T101108	genus
T107766	Leea	T107909	genus
T107770	Cassia	T101002	genus
T107774	Clappertonia	T101070	genus
T107777	Desplatsia	T101070	genus
T107782	Lepidochelys	T107783	genus
T107788	Grangea	T101196	genus
T107791	Reussoolina	T106143	genus
T107794	Plagiosiphon	T101002	genus
T107797	Gomphia	T101341	genus
T107800	Schoenoplectiella	T101291	genus
T107805	Vallisneria	T107806	genus
T107808	Chicoreus	T105511	genus
T107816	Cladophora	T102386	genus
T107821	Heterobranchus	T104000	genus
T107823	Mangelia	T103565	genus
T107827	Micropedina	T107828	genus
T107835	Lepisorus	T101730	genus
T107838	Ventilago	T102822	genus
T107843	Monechma	T100921	genus
T107846	Lycopodium	T101251	genus
T107850	Bombax	T101070	genus
T107856	Evynnis	T100016	genus
T107860	Episcia	T102324	genus
T107865	Louisiella	T101141	genus
T107874	Pallavicinia	T107875	genus
T107878	Hewittia	T102124	genus
T107882	Cancris	T101295	genus
T107885	Pachycondyla	T102085	genus
T107890	Jania	T107891	genus
T107899	Porana	T102124	genus
T107903	Richardia	T100980	genus
T107915	Glyphaea	T101070	genus
T107918	Peddiea	T102440	genus
T107920	Gladiolithus	T102038	genus
T107925	Kyllingiella	T101291	genus
T107928	Hedbergella	T107929	genus
T107933	Bathyblennius	T100279	genus
T107935	Threskiornis	T103676	genus
T107938	Cercotrichas	T101203	genus
T107946	Spathandra	T101344	genus
T107948	Omphalocarpum	T102338	genus
T107952	Ochrosia	T101280	genus
T107955	Dovyalis	T102784	genus
T107957	Loesenera	T101002	genus
T107960	Textularia	T107961	genus
T107963	Luria	T102652	genus
T107968	Englerina	T102182	genus
T107971	Agrostis	T101141	genus
T107974	Elaeocarpus	T107975	genus
T107977	Amphicoryna	T103827	genus
T107985	Themeda	T101141	genus
T107988	Stylocheilus	T108314	genus
T107992	Chlopsis	T107993	genus
T107999	Campylosiphon	T107315	genus
T108002	Lolliguncula	T104833	genus
T108005	Pterygota	T101070	genus
T108009	Scorodophloeus	T101002	genus
T108012	Parailia	T102883	genus
T108016	Phalacrocorax	T108017	genus
T108019	Sciaphila	T108020	genus
T108024	Agardhiella	T108139	genus
T108029	Sahulia	T107961	genus
T108032	Bowringia	T101002	genus
T108037	Callistemon	T102103	genus
T108046	Karreriella	T101619	genus
T108050	Galago	T108051	genus
T108057	Julbernardia	T101002	genus
T108059	Cayaponia	T102316	genus
T108065	Vetiveria	T101141	genus
T108076	Acrocephalus	T108077	genus
T108080	Breynia	T101552	genus
T108083	Diodia	T100980	genus
T108086	Turraeanthus	T102555	genus
T108091	Platybelone	T101983	genus
T108093	Neritilia	T108094	genus
T108099	Bertiera	T100980	genus
T108101	Spiropetalum	T101236	genus
T108103	Parmentiera	T102491	genus
T108108	Araliopsis	T101067	genus
T108119	Hospitotheres	T108120	genus
T108128	Clytostoma	T102491	genus
T108130	Oeceoclades	T101765	genus
T108134	Nesphostylis	T101002	genus
T108138	Uebelinia	T101054	genus
T108141	Smithornis	T108142	genus
T108149	Phelodinium	T101233	genus
T108152	Camellia	T108153	genus
T108157	Congea	T102502	genus
T108165	Chlorodrepana	T102228	genus
T108169	Calycosiphonia	T100980	genus
T108171	Thecacoris	T101552	genus
T108175	Myioparus	T101203	genus
T108177	Cynorkis	T101765	genus
T108181	Ceratina	T104542	genus
T108185	Xiphopteris	T108186	genus
T108191	Comibaena	T102228	genus
T108193	Heteranthera	T108194	genus
T108196	Taenioma	T108197	genus
T108199	Pentaclethra	T101002	genus
T108201	Galagoides	T108202	genus
T108211	Anthoceros	T108212	genus
T108219	Xenascus	T100984	genus
T108222	Psammophis	T103597	genus
T108226	Pterocladiella	T108440	genus
T108231	Microstachys	T101538	genus
T108233	Barteria	T103816	genus
T108241	Suregada	T101538	genus
T108243	Diplacrum	T101291	genus
T108245	Alocasia	T102750	genus
T108250	Paguristes	T108251	genus
T108256	Afrololigo	T104833	genus
T108260	Corymborkis	T101765	genus
T108263	Dendroaspis	T107401	genus
T108265	Porotrichum	T108266	genus
T108268	Eubuliminella	T108269	genus
T108277	Tacca	T102360	genus
T108281	Micrargeria	T101952	genus
T108283	Sargassum	T108284	genus
T108287	Psophocarpus	T101002	genus
T108289	Malaconotus	T101085	genus
T108295	Littoraria	T108296	genus
T108301	Isachne	T101141	genus
T108306	Helictonema	T101404	genus
T108308	Namalycastis	T108309	genus
T108316	Hypleurochilus	T100279	genus
T108322	Calloarca	T102277	genus
T108331	Schoenicola	T102988	genus
T108335	Caristius	T107073	genus
T108337	Afrardisia	T105038	genus
T108347	Sertularella	T107757	genus
T108353	Antidesma	T101552	genus
T108355	Katadesmia	T106061	genus
T108360	Boiga	T103597	genus
T108364	Melochia	T101070	genus
T108371	Marginella	T108372	genus
T108375	Gymnobucco	T108376	genus
T108378	Bulla	T108379	genus
T108381	Milvus	T100840	genus
T108385	Korupodendron	T104411	genus
T108389	Arnoldichthys	T101163	genus
T108391	Antherotoma	T101344	genus
T108394	Brachystegia	T101002	genus
T108396	Hieraaetus	T100840	genus
T108399	Monopsis	T102873	genus
T108402	Pycnocoma	T101538	genus
T108408	Poromya	T108409	genus
T108423	Chlorocichla	T102093	genus
T108426	Harungana	T102035	genus
T108429	Syrrhopodon	T107223	genus
T108431	Zingiber	T103318	genus
T108437	Areoligera	T104909	genus
T108445	Anadara	T102277	genus
T108451	Gartnerago	T108452	genus
T108459	Bryum	T108460	genus
T108463	Tetrorchidium	T101538	genus
T108468	Nymphoides	T108469	genus
T108475	Tithonia	T101196	genus
T108478	Argomuellera	T101538	genus
T108480	Toxicodryas	T103597	genus
T108483	Trichosanthes	T102316	genus
T108485	Trametes	T108486	genus
T108493	Haematostaphis	T101007	genus
T108500	Cerapachys	T102085	genus
T108502	Desmanthus	T101002	genus
T108504	Lemna	T102750	genus
T108506	Bathophilus	T100023	genus
T108512	Megalops	T108513	genus
T108515	Barboides	T102698	genus
T108520	Paltothyreus	T102085	genus
T108524	Pila	T108525	genus
T108530	Turdus	T105385	genus
T108535	Cheilolejeunea	T103799	genus
T108539	Gallinago	T100715	genus
T108542	Pollimyrus	T102507	genus
T108545	Glabella	T108372	genus
T108548	Gobioides	T100579	genus
T108551	Prionostemma	T101404	genus
T108553	Pseudarthria	T101002	genus
T108557	Cuspidaria	T108558	genus
T108562	Palaemon	T108563	genus
T108567	Lumbrineris	T101810	genus
T108569	Phylloxiphia	T104846	genus
T108572	Odontomacrurus	T100193	genus
T108576	Marquesia	T105602	genus
T108578	Granodiscus	T108579	genus
T108585	Hygophum	T100614	genus
T108593	Acrobelione	T108594	genus
T108599	Mondia	T102146	genus
T108605	Eremomela	T100929	genus
T108610	Plutonaster	T102025	genus
T108615	Agathia	T102228	genus
T108618	Hormosinella	T101247	genus
T108621	Pachyrhizus	T101002	genus
T108630	Rhabdammina	T101584	genus
T108633	Transversopontis	T100897	genus
T108638	Rhipidarctia	T106751	genus
T108642	Plegapteryx	T102228	genus
T108645	Hunteria	T101280	genus
T108649	Sousa	T101923	genus
T108653	Euaugaptilus	T108654	genus
T108658	Phrynomantis	T108659	genus
T108663	Sternodromia	T108664	genus
T108668	Dioptrochasma	T102228	genus
T108670	Europicardium	T104694	genus
T108672	Syngonium	T102750	genus
T108674	Microlejeunea	T103799	genus
T108676	Celaenorrhinus	T108677	genus
T108681	Lasianthus	T100980	genus
T108685	Goneplax	T108686	genus
T108692	Thalassiphora	T101108	genus
T108694	Arcoscalpellum	T106723	genus
T108697	Xenostega	T102228	genus
T108700	Copaifera	T101002	genus
T108702	Puffinus	T102186	genus
T108704	Malaya	T100708	genus
T108708	Mazuca	T104994	genus
T108711	Pachira	T101070	genus
T108713	Archichlora	T102228	genus
T108716	Pycnostachys	T101748	genus
T108718	Pseudocalanus	T108719	genus
T108722	Aporrhais	T111191	genus
T108726	Quadrimorphina	T108727	genus
T108729	Theobroma	T101070	genus
T108731	Xanthorhoe	T102228	genus
T108735	Cetostoma	T108736	genus
T108742	Glossina	T108743	genus
T108745	Nannotetrina	T104164	genus
T108752	Stenorhynchus	T104025	genus
T108754	Pareucalanus	T101020	genus
T108760	Hypolepis	T102010	genus
T108762	Alepocephalus	T100793	genus
T108766	Xenophora	T108767	genus
T108769	Colocleora	T102228	genus
T108772	Sanguinolaria	T108773	genus
T108775	Lumbricalus	T101810	genus
T108778	Chama	T108779	genus
T108782	Mesoxantha	T102730	genus
T108785	Azolla	T109152	genus
T108789	Tetragramma	T108790	genus
T108793	Grantarhabdus	T106996	genus
T108798	Hemerorhinus	T100469	genus
T108802	Lophelia	T104107	genus
T108807	Aglaja	T108808	genus
T108810	Lophocolea	T108811	genus
T108813	Mullus	T100047	genus
T108818	Cantherhines	T100299	genus
T108823	Desmostachys	T102172	genus
T108825	Ficalbia	T100708	genus
T108828	Funisciurus	T103750	genus
T108831	Lepidagathis	T100921	genus
T108833	Clavatula	T105379	genus
T108838	Sapho	T108839	genus
T108842	Pingasa	T102228	genus
T108847	Pseudoanthidium	T108848	genus
T108850	Detarium	T101002	genus
T108859	Dendostrea	T108860	genus
T108864	Calyptomyrmex	T102085	genus
T108868	Hoplitoides	T108869	genus
T108871	Panturichthys	T100746	genus
T108873	Droguetia	T101309	genus
T108876	Aneura	T105372	genus
T108878	Calappa	T106095	genus
T108882	Anachalcos	T106582	genus
T108885	Chrysothrix	T108886	genus
T108888	Malimbus	T101017	genus
T108891	Amphiroa	T107891	genus
T108893	Bolusiella	T101765	genus
T108896	Calothrix	T108897	genus
T108901	Chrysococcyx	T101176	genus
T108905	Ceryx	T106751	genus
T108907	Hydrochus	T108908	genus
T108913	Pitthea	T102228	genus
T108917	Perisseiasphaeridium	T101108	genus
T108923	Tabebuia	T102491	genus
T108925	Othreis	T104994	genus
T108927	Aspidodiadema	T108928	genus
T108933	Diodella	T100980	genus
T108936	Lampadena	T100614	genus
T108945	Tridesmostemon	T102338	genus
T108954	Abyssoninoe	T101810	genus
T108956	Sylvisorex	T105331	genus
T108958	Mus	T102797	genus
T108960	Leptocylindrus	T108961	genus
T108972	Rotelapillus	T108973	genus
T108978	Margrethia	T100759	genus
T108981	Glaphyrocysta	T104909	genus
T108983	Nervilia	T101765	genus
T108985	Airyantha	T101002	genus
T108987	Hippotion	T104846	genus
T108990	Conolophia	T102228	genus
T108992	Soyauxia	T108345	genus
T108995	Hippeastrum	T103367	genus
T108999	Lauderia	T109000	genus
T109010	Photis	T109011	genus
T109015	Pseudoscopelus	T101549	genus
T109024	Pagurus	T109025	genus
T109032	Fissidens	T109033	genus
T109038	Vachellia	T101002	genus
T109040	Leiosolenus	T103012	genus
T109044	Exhippolysmata	T109045	genus
T109049	Pectinaster	T107510	genus
T109055	Odontostomops	T109056	genus
T109058	Neptis	T102730	genus
T109063	Morinda	T100980	genus
T109065	Swiftia	T105446	genus
T109070	Megaluropus	T109071	genus
T109073	Anapisa	T106751	genus
T109075	Epitola	T109076	genus
T109082	Pteroteinon	T108677	genus
T109087	Amphimas	T101002	genus
T109089	Galeocerdo	T100427	genus
T109091	Atlantiella	T102457	genus
T109094	Heterocuma	T101777	genus
T109096	Cnemidaster	T109097	genus
T109101	Lamprophis	T103597	genus
T109105	Winteria	T106108	genus
T109110	Hedychium	T103318	genus
T109112	Kali	T101549	genus
T109116	Pentarrhinum	T102146	genus
T109120	Braunia	T109121	genus
T109124	Hyalopecten	T103348	genus
T109127	Stoverius	T108973	genus
T109131	Levringia	T109132	genus
T109136	Pusionella	T104678	genus
T109140	Andriasa	T104846	genus
T109143	Protopterus	T109144	genus
T109151	Lophorrhachia	T102228	genus
T109155	Pisonia	T101400	genus
T109157	Pedicinus	T109158	genus
T109161	Siboglinum	T109162	genus
T109164	Silicula	T109165	genus
T109167	Mollugo	T101320	genus
T109170	Pancratium	T103367	genus
T109173	Macrobrachium	T108563	genus
T109177	Usnea	T106630	genus
T109179	Rhamphiophis	T103597	genus
T109181	Oxystelma	T101280	genus
T109186	Pallenopsis	T109187	genus
T109190	Leptosia	T103561	genus
T109193	Nansenia	T105264	genus
T109195	Echinolittorina	T108296	genus
T109199	Bolinichthys	T100614	genus
T109202	Prasinocyma	T102228	genus
T109205	Cladrastis	T101002	genus
T109207	Lamellisabella	T109663	genus
T109209	Crex	T103512	genus
T109211	Verticordia	T109212	genus
T109214	Tessmannia	T101002	genus
T109217	Ahnfeltiopsis	T106369	genus
T109222	Diretmichthys	T100454	genus
T109224	Natriciteres	T103597	genus
T109226	Delta	T109227	genus
T109235	Zephyranthes	T103367	genus
T109238	Arabella	T109239	genus
T109243	Callithamnion	T101636	genus
T109251	Gladiolus	T109252	genus
T109254	Penilia	T109255	genus
T109263	Lima	T109264	genus
T109269	Inermicosta	T105511	genus
T109272	Canningia	T110163	genus
T109274	Venefica	T100766	genus
T109277	Pachylobus	T102380	genus
T109280	Hesperantha	T109252	genus
T109284	Enchelycore	T101695	genus
T109286	Toxorhynchites	T100708	genus
T109288	Nephtys	T109289	genus
T109292	Sechium	T102316	genus
T109295	Centropus	T101176	genus
T109298	Alpenus	T106751	genus
T109301	Clutia	T109988	genus
T109304	Hyliota	T110703	genus
T109306	Colletoecema	T100980	genus
T109314	Heteropriacanthus	T100064	genus
T109321	Portunus	T109322	genus
T109326	Faidherbia	T101002	genus
T109328	Semiothisa	T102228	genus
T109331	Grevillea	T109332	genus
T109336	Hymenocardia	T101552	genus
T109339	Histiopteris	T102010	genus
T109341	Pachygrapsus	T107311	genus
T109343	Terataner	T102085	genus
T109346	Scleroptilum	T109347	genus
T109349	Somatina	T102228	genus
T109353	Chondria	T101945	genus
T109357	Phormosoma	T109358	genus
T109362	Cabera	T102228	genus
T109364	Veretillum	T109365	genus
T109369	Arthraxon	T101141	genus
T109372	Ganophyllum	T102305	genus
T109374	Pseudophichthys	T100737	genus
T109376	Chamaecyparis	T109377	genus
T109381	Nephrolepis	T109382	genus
T109393	Chlorida	T103789	genus
T109395	Xanthosoma	T102750	genus
T109401	Mendoncia	T100921	genus
T109404	Notacanthus	T106074	genus
T109409	Theretra	T104846	genus
T109411	Buzasina	T101426	genus
T109416	Bicyclus	T102730	genus
T109420	Kanahia	T102146	genus
T109426	Striarca	T104928	genus
T109428	Crossopteryx	T100980	genus
T109431	Bebearia	T102730	genus
T109435	Heliosciurus	T103750	genus
T109438	Mehelya	T103597	genus
T109443	Leptomastix	T109444	genus
T109447	Phascolosoma	T109448	genus
T109457	Python	T106962	genus
T109461	Sirocoleum	T104433	genus
T109464	Bryhnia	T109465	genus
T109468	Procerolagena	T106143	genus
T109471	Thyretes	T106751	genus
T109473	Theta	T111246	genus
T109475	Epinetrum	T102072	genus
T109477	Conocara	T100793	genus
T109486	Brunfelsia	T102005	genus
T109488	Pylaisiobryum	T106413	genus
T109495	Glyphocrangon	T109496	genus
T109499	Saccolaimus	T107397	genus
T109501	Coenobita	T109502	genus
T109507	Phascolion	T106848	genus
T109510	Poecilasma	T109511	genus
T109513	Pyrostria	T100980	genus
T109515	Hymenolepis	T109516	genus
T109521	Exacum	T103199	genus
T109523	Acesta	T109264	genus
T109529	Ctenolophon	T109530	genus
T109533	Tetrapleura	T101002	genus
T109537	Lappanella	T100152	genus
T109539	Deflandrea	T101353	genus
T109542	Dissoprumna	T109543	genus
T109545	Najas	T107806	genus
T109548	Namataea	T102305	genus
T109552	Grammitis	T101730	genus
T109554	Conglophragmium	T101972	genus
T109559	Manducus	T100759	genus
T109561	Agama	T109562	genus
T109564	Markhamia	T102491	genus
T109573	Preussiodora	T100980	genus
T109575	Rutiderma	T109576	genus
T109578	Branchiostoma	T110092	genus
T109584	Nesolynx	T107550	genus
T109586	Uncisudis	T100787	genus
T109591	Falcuna	T109076	genus
T109595	Padina	T102143	genus
T109597	Onesimoides	T109598	genus
T109602	Ophiactis	T109603	genus
T109605	Deima	T109606	genus
T109613	Freyella	T109614	genus
T109618	Crossostemma	T103816	genus
T109622	Mormyrops	T102507	genus
T109624	Mallodon	T103789	genus
T109626	Piercia	T102228	genus
T109634	Agelastes	T107109	genus
T109636	Lycophidion	T103597	genus
T109639	Hyphaene	T102409	genus
T109642	Africanella	T105511	genus
T109648	Ophiothrix	T109649	genus
T109652	Cassis	T109653	genus
T109655	Ophiopteron	T109649	genus
T109658	Cupidesthes	T109076	genus
T109665	Oriolus	T109666	genus
T109668	Paracleros	T108677	genus
T109678	Crescentia	T102491	genus
T109681	Oxymormyrus	T102507	genus
T109685	Nuculana	T102722	genus
T109689	Thyene	T104859	genus
T109695	Physcia	T109696	genus
T109699	Amblyomma	T109700	genus
T109705	Xenomystax	T100737	genus
T109713	Carcharodon	T109714	genus
T109717	Bactrospora	T109718	genus
T109720	Benthosema	T100614	genus
T109722	Gelochelidon	T100696	genus
T109724	Benthomangelia	T108248	genus
T109727	Chelonia	T107783	genus
T109731	Phago	T104701	genus
T109734	Schisma	T109735	genus
T109741	Systellaspis	T109742	genus
T109745	Goniaster	T109746	genus
T109754	Alysicarpus	T101002	genus
T109760	Steccherinum	T109761	genus
T109763	Neolebias	T104701	genus
T109768	Gymnothorax	T101695	genus
T109777	Pogonatum	T109778	genus
T109781	Pachystomias	T100023	genus
T109785	Nola	T109786	genus
T109789	Micromesistius	T109790	genus
T109792	Ralliharpirhynchus	T109793	genus
T109797	Pristigloma	T109889	genus
T109803	Pelekium	T109804	genus
T109806	Pseudolycopodiella	T101251	genus
T109810	Bambusa	T101141	genus
T109812	Metatrichia	T109813	genus
T109816	Senilia	T102277	genus
T109822	Monoplex	T109823	genus
T109826	Antrocaryon	T101007	genus
T109829	Chiastozygus	T106147	genus
T109835	Otomys	T102797	genus
T109841	Nigrita	T107181	genus
T109843	Cinchona	T100980	genus
T109845	Miantochora	T102228	genus
T109848	Salvinia	T109152	genus
T109850	Platycnemis	T109851	genus
T109853	Natica	T109854	genus
T109857	Bathypectinura	T109858	genus
T109860	Branchellion	T109861	genus
T109865	Anochetus	T102085	genus
T109868	Phyllodon	T109869	genus
T109872	Paralia	T109873	genus
T109878	Tetraodon	T100251	genus
T109881	Gonoreta	T109882	genus
T109884	Tectatodinium	T101108	genus
T109887	Hydrobia	T109888	genus
T109897	Pyramidella	T109898	genus
T109900	Ilia	T102970	genus
T109906	Ilyophis	T107135	genus
T109908	Oryctes	T107640	genus
